,Name,Super Power,Super Power Processed
4981,Sunspot,Substance Secretion,Substance Secretion
4982,Sunspot,Fire Resistance,Fire Resistance
4983,Sunspot,Heat Generation,Heat Generation
4984,Sunspot,Light Control,Light Control
4985,Sunspot,Heat Resistance,Heat Resistance
4986,Sunspot,Radiation Absorption,Radiation Absorption
4987,Superboy,Accelerated Healing,Accelerated Healing
4988,Superboy,Durability,Durability
4989,Superboy,Energy Absorption,Energy Absorption
4990,Superboy,Flight,F l i g h t
4991,Superboy,Super Strength,Super Strength
4992,Superboy,Energy Blasts,Energy Blasts
4993,Superboy,Super Speed,Super Speed
4994,Superboy,Jump,J u m p
4995,Superboy,Invulnerability,Invulnerability
4996,Superboy,Force Fields,Force Fields
4997,Superboy,Enhanced Hearing,Enhanced Hearing
4998,Superboy,Vision - Telescopic,Vision - Telescopic
4999,Superboy,Super Breath,Super Breath
5000,Superboy,Vision - Heat,Vision - Heat
5001,Superboy,Vision - X-Ray,Vision - X-Ray
5002,Superboy-Prime,Accelerated Healing,Accelerated Healing
5003,Superboy-Prime,Durability,Durability
5004,Superboy-Prime,Energy Absorption,Energy Absorption
5005,Superboy-Prime,Flight,F l i g h t
5006,Superboy-Prime,Longevity,Longevity
5007,Superboy-Prime,Intelligence,Intelligence
5008,Superboy-Prime,Super Strength,Super Strength
5009,Superboy-Prime,Stamina,S t a m i n a
5010,Superboy-Prime,Super Speed,Super Speed
5011,Superboy-Prime,Enhanced Senses,Enhanced Senses
5012,Superboy-Prime,Jump,J u m p
5013,Superboy-Prime,Invulnerability,Invulnerability
5014,Superboy-Prime,Enhanced Hearing,Enhanced Hearing
5015,Superboy-Prime,Hypnokinesis,Hypnokinesis
5016,Superboy-Prime,Power Suit,Power Suit
5017,Superboy-Prime,Enhanced Smell,Enhanced Smell
5018,Superboy-Prime,Vision - Telescopic,Vision - Telescopic
5019,Superboy-Prime,Magic Resistance,Magic Resistance
5020,Superboy-Prime,Vision - Microscopic,Vision - Microscopic
5021,Superboy-Prime,Super Breath,Super Breath
5022,Superboy-Prime,Vision - Infrared,Vision - Infrared
5023,Superboy-Prime,Vision - Heat,Vision - Heat
5024,Superboy-Prime,Vision - X-Ray,Vision - X-Ray
5025,Supergirl,Agility,A g i l i t y
5026,Supergirl,Accelerated Healing,Accelerated Healing
5027,Supergirl,Cold Resistance,Cold Resistance
5028,Supergirl,Durability,Durability
5029,Supergirl,Energy Absorption,Energy Absorption
5030,Supergirl,Flight,F l i g h t
5031,Supergirl,Intelligence,Intelligence
5032,Supergirl,Super Strength,Super Strength
5033,Supergirl,Stamina,S t a m i n a
5034,Supergirl,Super Speed,Super Speed
5035,Supergirl,Enhanced Senses,Enhanced Senses
5036,Supergirl,Jump,J u m p
5037,Supergirl,Enhanced Memory,Enhanced Memory
5038,Supergirl,Reflexes,Reflexes
5039,Supergirl,Invulnerability,Invulnerability
5040,Supergirl,Enhanced Hearing,Enhanced Hearing
5041,Supergirl,Hypnokinesis,Hypnokinesis
5042,Supergirl,Heat Resistance,Heat Resistance
5043,Supergirl,Vision - Telescopic,Vision - Telescopic
5044,Supergirl,Toxin and Disease Resistance,"Toxin,Disease Resis"
5045,Supergirl,Vision - Microscopic,Vision - Microscopic
5046,Supergirl,Super Breath,Super Breath
5047,Supergirl,Vision - Night,Vision - Night
5048,Supergirl,Vision - Infrared,Vision - Infrared
5049,Supergirl,Vision - Heat,Vision - Heat
5050,Supergirl,Vision - X-Ray,Vision - X-Ray
5051,Supergirl,Vision - Thermal,Vision - Thermal
5052,Superman,Agility,A g i l i t y
5053,Superman,Accelerated Healing,Accelerated Healing
5054,Superman,Cold Resistance,Cold Resistance
5055,Superman,Durability,Durability
5056,Superman,Energy Absorption,Energy Absorption
5057,Superman,Flight,F l i g h t
5058,Superman,Marksmanship,Marksmanship
5059,Superman,Longevity,Longevity
5060,Superman,Intelligence,Intelligence
5061,Superman,Super Strength,Super Strength
5062,Superman,Stamina,S t a m i n a
5063,Superman,Super Speed,Super Speed
5064,Superman,Enhanced Senses,Enhanced Senses
5065,Superman,Energy Beams,Energy Beams
5066,Superman,Jump,J u m p
5067,Superman,Enhanced Memory,Enhanced Memory
5068,Superman,Reflexes,Reflexes
5069,Superman,Invulnerability,Invulnerability
5070,Superman,Fire Resistance,Fire Resistance
5071,Superman,Enhanced Hearing,Enhanced Hearing
5072,Superman,Hypnokinesis,Hypnokinesis
5073,Superman,Enhanced Sight,Enhanced Sight
5074,Superman,Heat Resistance,Heat Resistance
5075,Superman,Enhanced Smell,Enhanced Smell
5076,Superman,Vision - Telescopic,Vision - Telescopic
5077,Superman,Vision - Microscopic,Vision - Microscopic
5078,Superman,Super Breath,Super Breath
5079,Superman,Vision - Heat,Vision - Heat
5080,Superman,Vision - X-Ray,Vision - X-Ray
5081,Swamp Thing,Stealth,S t e a l t h
5082,Swamp Thing,Flight,F l i g h t
5083,Swamp Thing,Longevity,Longevity
5084,Swamp Thing,Intelligence,Intelligence
5085,Swamp Thing,Super Strength,Super Strength
5086,Swamp Thing,Duplication,Duplication
5087,Swamp Thing,Size Changing,Size Changing
5088,Swamp Thing,Immortality,Immortality
5089,Swamp Thing,Camouflage,Camouflage
5090,Swamp Thing,Self-Sustenance,Self-Sustenance
5091,Swamp Thing,Natural Armor,Natural Armor
5092,Swamp Thing,Illusions,Illusions
5093,Swamp Thing,Plant Control,Plant Control
5094,Swamp Thing,Resurrection,Resurrection
5095,Swarm,Durability,Durability
5096,Swarm,Flight,F l i g h t
5097,Swarm,Longevity,Longevity
5098,Swarm,Intelligence,Intelligence
5099,Swarm,Super Strength,Super Strength
5100,Swarm,Size Changing,Size Changing
5101,Swarm,Animal Oriented Powers,Animal Oriented Powers
5102,Swarm,Shapeshifting,Shapeshifting
5103,Swarm,Animal Control,Animal Control
5104,Swarm,Intangibility,Intangibility
5105,Sylar,Cryokinesis,Cryokinesis
5106,Sylar,Telekinesis,Telekinesis
5107,Sylar,Enhanced Memory,Enhanced Memory
5108,Sylar,Radiation Control,Radiation Control
5109,Sylar,Precognition,Precognition
5110,Sylar,Enhanced Hearing,Enhanced Hearing
5111,Sylar,Intuitive aptitude,Intuitive aptitude
5112,Sylar,Melting,M e l t i n g
5113,Synch,Power Absorption,Power Absorption
5114,T-1000,Agility,A g i l i t y
5115,T-1000,Accelerated Healing,Accelerated Healing
5116,T-1000,Cold Resistance,Cold Resistance
5117,T-1000,Durability,Durability
5118,T-1000,Stealth,S t e a l t h
5119,T-1000,Marksmanship,Marksmanship
5120,T-1000,Weapons Master,Weapons Master
5121,T-1000,Longevity,Longevity
5122,T-1000,Intelligence,Intelligence
5123,T-1000,Super Strength,Super Strength
5124,T-1000,Size Changing,Size Changing
5125,T-1000,Stamina,S t a m i n a
5126,T-1000,Super Speed,Super Speed
5127,T-1000,Enhanced Senses,Enhanced Senses
5128,T-1000,Shapeshifting,Shapeshifting
5129,T-1000,Camouflage,Camouflage
5130,T-1000,Enhanced Memory,Enhanced Memory
5131,T-1000,Reflexes,Reflexes
5132,T-1000,Invulnerability,Invulnerability
5133,T-1000,Technopath/Cyberpath,Technopath/Cyberpath
5134,T-1000,Fire Resistance,Fire Resistance
5135,T-1000,Enhanced Hearing,Enhanced Hearing
5136,T-1000,Regeneration,Regeneration
5137,T-1000,Heat Resistance,Heat Resistance
5138,T-1000,Natural Weapons,Natural Weapons
5139,T-1000,Enhanced Smell,Enhanced Smell
5140,T-1000,Vision - Telescopic,Vision - Telescopic
5141,T-1000,Enhanced Touch,Enhanced Touch
5142,T-1000,Melting,M e l t i n g
5143,T-1000,Vision - Night,Vision - Night
5144,T-1000,Vision - Infrared,Vision - Infrared
5145,T-1000,Vision - Thermal,Vision - Thermal
5146,T-800,Cold Resistance,Cold Resistance
5147,T-800,Durability,Durability
5148,T-800,Stealth,S t e a l t h
5149,T-800,Weapons Master,Weapons Master
5150,T-800,Longevity,Longevity
5151,T-800,Super Strength,Super Strength
5152,T-800,Stamina,S t a m i n a
5153,T-800,Enhanced Memory,Enhanced Memory
5154,T-800,Invulnerability,Invulnerability
5155,T-800,Technopath/Cyberpath,Technopath/Cyberpath
5156,T-800,Enhanced Hearing,Enhanced Hearing
5157,T-800,Heat Resistance,Heat Resistance
5158,T-800,Vision - Telescopic,Vision - Telescopic
5159,T-800,Vision - Night,Vision - Night
5160,T-800,Vision - Infrared,Vision - Infrared
5161,T-800,Vision - Thermal,Vision - Thermal
5162,T-850,Accelerated Healing,Accelerated Healing
5163,T-850,Cold Resistance,Cold Resistance
5164,T-850,Durability,Durability
5165,T-850,Stealth,S t e a l t h
5166,T-850,Weapons Master,Weapons Master
5167,T-850,Longevity,Longevity
5168,T-850,Super Strength,Super Strength
5169,T-850,Stamina,S t a m i n a
5170,T-850,Enhanced Memory,Enhanced Memory
5171,T-850,Invulnerability,Invulnerability
5172,T-850,Technopath/Cyberpath,Technopath/Cyberpath
5173,T-850,Enhanced Hearing,Enhanced Hearing
5174,T-850,Heat Resistance,Heat Resistance
5175,T-850,Vision - Telescopic,Vision - Telescopic
5176,T-850,Vision - Night,Vision - Night
5177,T-850,Vision - Infrared,Vision - Infrared
5178,T-850,Vision - Thermal,Vision - Thermal
5179,T-X,Agility,A g i l i t y
5180,T-X,Accelerated Healing,Accelerated Healing
5181,T-X,Cold Resistance,Cold Resistance
5182,T-X,Durability,Durability
5183,T-X,Stealth,S t e a l t h
5184,T-X,Marksmanship,Marksmanship
5185,T-X,Weapons Master,Weapons Master
5186,T-X,Longevity,Longevity
5187,T-X,Intelligence,Intelligence
5188,T-X,Super Strength,Super Strength
5189,T-X,Energy Blasts,Energy Blasts
5190,T-X,Stamina,S t a m i n a
5191,T-X,Super Speed,Super Speed
5192,T-X,Enhanced Senses,Enhanced Senses
5193,T-X,Energy Beams,Energy Beams
5194,T-X,Shapeshifting,Shapeshifting
5195,T-X,Camouflage,Camouflage
5196,T-X,Enhanced Memory,Enhanced Memory
5197,T-X,Reflexes,Reflexes
5198,T-X,Invulnerability,Invulnerability
5199,T-X,Technopath/Cyberpath,Technopath/Cyberpath
5200,T-X,Fire Resistance,Fire Resistance
5201,T-X,Enhanced Hearing,Enhanced Hearing
5202,T-X,Regeneration,Regeneration
5203,T-X,Heat Resistance,Heat Resistance
5204,T-X,Natural Weapons,Natural Weapons
5205,T-X,Enhanced Smell,Enhanced Smell
5206,T-X,Vision - Telescopic,Vision - Telescopic
5207,T-X,Enhanced Touch,Enhanced Touch
5208,T-X,Vision - Microscopic,Vision - Microscopic
5209,T-X,Vision - Night,Vision - Night
5210,T-X,Vision - Infrared,Vision - Infrared
5211,T-X,Vision - Thermal,Vision - Thermal
5212,TEST,Natural Armor,Natural Armor
5213,Taskmaster,Agility,A g i l i t y
5214,Taskmaster,Stealth,S t e a l t h
5215,Taskmaster,Marksmanship,Marksmanship
5216,Taskmaster,Weapons Master,Weapons Master
5217,Taskmaster,Stamina,S t a m i n a
5218,Taskmaster,Super Speed,Super Speed
5219,Taskmaster,Weapon-based Powers,Weapon-based Powers
5220,Taskmaster,Reflexes,Reflexes
5221,Taskmaster,Photographic Reflexes,Photographic Reflexes
5222,Taskmaster,Power Suit,Power Suit
5223,Tempest,Flight,F l i g h t
5224,Tempest,Cryokinesis,Cryokinesis
5225,Tempest,Fire Control,Fire Control
5226,Tempest,Force Fields,Force Fields
5227,Tempest,Wind Control,Wind Control
5228,Thanos,Agility,A g i l i t y
5229,Thanos,Accelerated Healing,Accelerated Healing
5230,Thanos,Cold Resistance,Cold Resistance
5231,Thanos,Durability,Durability
5232,Thanos,Flight,F l i g h t
5233,Thanos,Longevity,Longevity
5234,Thanos,Intelligence,Intelligence
5235,Thanos,Super Strength,Super Strength
5236,Thanos,Telepathy,Telepathy
5237,Thanos,Energy Blasts,Energy Blasts
5238,Thanos,Stamina,S t a m i n a
5239,Thanos,Super Speed,Super Speed
5240,Thanos,Teleportation,Teleportation
5241,Thanos,Enhanced Senses,Enhanced Senses
5242,Thanos,Energy Beams,Energy Beams
5243,Thanos,Magic,M a g i c
5244,Thanos,Immortality,Immortality
5245,Thanos,Reflexes,Reflexes
5246,Thanos,Invulnerability,Invulnerability
5247,Thanos,Force Fields,Force Fields
5248,Thanos,Molecular Manipulation,Molecular Manipulation
5249,Thanos,Energy Manipulation,Energy Manipulation
5250,Thanos,Heat Resistance,Heat Resistance
5251,Thanos,Radiation Immunity,Radiation Immunity
5252,Thanos,Toxin and Disease Resistance,"Toxin,Disease Resis"
5253,Thanos,Telepathy Resistance,Telepathy Resistance
5254,Thanos,Omnilingualism,Omnilingualism
5255,Thanos,Time Manipulation,Time Manipulation
5256,Thanos,Matter Absorption,Matter Absorption
5257,Thanos,Vision - Heat,Vision - Heat
5258,Thanos,Reality Warping,Reality Warping
5259,The Cape,Weapon-based Powers,Weapon-based Powers
5260,The Comedian,Weapons Master,Weapons Master
5261,Thing,Cold Resistance,Cold Resistance
5262,Thing,Durability,Durability
5263,Thing,Longevity,Longevity
5264,Thing,Super Strength,Super Strength
5265,Thing,Stamina,S t a m i n a
5266,Thing,Invulnerability,Invulnerability
5267,Thing,Fire Resistance,Fire Resistance
5268,Thing,Natural Armor,Natural Armor
5269,Thing,Heat Resistance,Heat Resistance
5270,Thor,Agility,A g i l i t y
5271,Thor,Accelerated Healing,Accelerated Healing
5272,Thor,Durability,Durability
5273,Thor,Flight,F l i g h t
5274,Thor,Longevity,Longevity
5275,Thor,Super Strength,Super Strength
5276,Thor,Stamina,S t a m i n a
5277,Thor,Super Speed,Super Speed
5278,Thor,Weapon-based Powers,Weapon-based Powers
5279,Thor,Teleportation,Teleportation
5280,Thor,Enhanced Senses,Enhanced Senses
5281,Thor,Magic,M a g i c
5282,Thor,Element Control,Element Control
5283,Thor,Reflexes,Reflexes
5284,Thor,Invulnerability,Invulnerability
5285,Thor,Toxin and Disease Resistance,"Toxin,Disease Resis"
5286,Thor,Weather Control,Weather Control
5287,Thor,Odin Force,Odin Force
5288,Thor Girl,Durability,Durability
5289,Thor Girl,Super Strength,Super Strength
5290,Thor Girl,Stamina,S t a m i n a
5291,Thor Girl,Super Speed,Super Speed
5292,Thor Girl,Immortality,Immortality
5293,Thor Girl,Reflexes,Reflexes
5294,Thor Girl,Invulnerability,Invulnerability
5295,Thor Girl,Toxin and Disease Resistance,"Toxin,Disease Resis"
5296,Thunderbird,Durability,Durability
5297,Thunderbird,Super Strength,Super Strength
5298,Thunderbird,Stamina,S t a m i n a
5299,Thunderbird,Super Speed,Super Speed
5300,Thunderbird III,Energy Absorption,Energy Absorption
5301,Thunderbird III,Flight,F l i g h t
5302,Thunderbird III,Energy Blasts,Energy Blasts
5303,Thunderbird III,Natural Weapons,Natural Weapons
5304,Thunderstrike,Accelerated Healing,Accelerated Healing
5305,Thunderstrike,Durability,Durability
5306,Thunderstrike,Longevity,Longevity
5307,Thunderstrike,Super Strength,Super Strength
5308,Thunderstrike,Stamina,S t a m i n a
5309,Thunderstrike,Super Speed,Super Speed
5310,Thunderstrike,Toxin and Disease Resistance,"Toxin,Disease Resis"
5311,Thundra,Agility,A g i l i t y
5312,Thundra,Super Strength,Super Strength
5313,Thundra,Stamina,S t a m i n a
5314,Thundra,Super Speed,Super Speed
5315,Thundra,Reflexes,Reflexes
5316,Tiger Shark,Agility,A g i l i t y
5317,Tiger Shark,Accelerated Healing,Accelerated Healing
5318,Tiger Shark,Cold Resistance,Cold Resistance
5319,Tiger Shark,Durability,Durability
5320,Tiger Shark,Underwater breathing,Underwater breathing
5321,Tiger Shark,Animal Attributes,Animal Attributes
5322,Tiger Shark,Super Strength,Super Strength
5323,Tiger Shark,Stamina,S t a m i n a
5324,Tiger Shark,Super Speed,Super Speed
5325,Tiger Shark,Animal Oriented Powers,Animal Oriented Powers
5326,Tiger Shark,Reflexes,Reflexes
5327,Tiger Shark,Natural Armor,Natural Armor
5328,Tiger Shark,Enhanced Sight,Enhanced Sight
5329,Tiger Shark,Natural Weapons,Natural Weapons
5330,Tiger Shark,Enhanced Smell,Enhanced Smell
5331,Tiger Shark,Sub-Mariner,Sub-Mariner
5332,Tigra,Agility,A g i l i t y
5333,Tigra,Super Strength,Super Strength
5334,Tigra,Stamina,S t a m i n a
5335,Tigra,Super Speed,Super Speed
5336,Tigra,Enhanced Senses,Enhanced Senses
5337,Tigra,Jump,J u m p
5338,Tinkerer,Intelligence,Intelligence
5339,Titan,Flight,F l i g h t
5340,Titan,Super Strength,Super Strength
5341,Titan,Super Speed,Super Speed
5342,Toad,Agility,A g i l i t y
5343,Toad,Accelerated Healing,Accelerated Healing
5344,Toad,Durability,Durability
5345,Toad,Animal Attributes,Animal Attributes
5346,Toad,Super Strength,Super Strength
5347,Toad,Stamina,S t a m i n a
5348,Toad,Animal Oriented Powers,Animal Oriented Powers
5349,Toad,Jump,J u m p
5350,Toad,Reflexes,Reflexes
5351,Toad,Psionic Powers,Psionic Powers
5352,Toad,Substance Secretion,Substance Secretion
5353,Toad,Mind Control,Mind Control
5354,Toad,Insanity,Insanity
5355,Toad,Toxin and Disease Control,"Toxin,Disease Control"
5356,Toad,Super Breath,Super Breath
5357,Toad,Wallcrawling,Wallcrawling
5358,Toad,Vision - Infrared,Vision - Infrared
5359,Tommy Clarke,Teleportation,Teleportation
5360,Toxin,Agility,A g i l i t y
5361,Toxin,Accelerated Healing,Accelerated Healing
5362,Toxin,Durability,Durability
5363,Toxin,Stealth,S t e a l t h
5364,Toxin,Danger Sense,Danger Sense
5365,Toxin,Super Strength,Super Strength
5366,Toxin,Size Changing,Size Changing
5367,Toxin,Stamina,S t a m i n a
5368,Toxin,Super Speed,Super Speed
5369,Toxin,Weapon-based Powers,Weapon-based Powers
5370,Toxin,Jump,J u m p
5371,Toxin,Shapeshifting,Shapeshifting
5372,Toxin,Camouflage,Camouflage
5373,Toxin,Reflexes,Reflexes
5374,Toxin,Substance Secretion,Substance Secretion
5375,Toxin,Natural Armor,Natural Armor
5376,Toxin,Natural Weapons,Natural Weapons
5377,Toxin,Wallcrawling,Wallcrawling
5378,Toxin,Web Creation,Web Creation
5379,Toxin,Symbiote Costume,Symbiote Costume
5380,Tracy Strauss,Cold Resistance,Cold Resistance
5381,Tracy Strauss,Cryokinesis,Cryokinesis
5382,Trickster,Flight,F l i g h t
5383,Trigon,Accelerated Healing,Accelerated Healing
5384,Trigon,Durability,Durability
5385,Trigon,Flight,F l i g h t
5386,Trigon,Super Strength,Super Strength
5387,Trigon,Stamina,S t a m i n a
5388,Trigon,Teleportation,Teleportation
5389,Trigon,Telekinesis,Telekinesis
5390,Trigon,Dimensional Travel,Dimensional Travel
5391,Trigon,Fire Control,Fire Control
5392,Trigon,Reflexes,Reflexes
5393,Trigon,Mind Control,Mind Control
5394,Trigon,Heat Generation,Heat Generation
5395,Trigon,Regeneration,Regeneration
5396,Trigon,Illusions,Illusions
5397,Triplicate Girl,Flight,F l i g h t
5398,Triplicate Girl,Duplication,Duplication
5399,Triton,Agility,A g i l i t y
5400,Triton,Cold Resistance,Cold Resistance
5401,Triton,Durability,Durability
5402,Triton,Underwater breathing,Underwater breathing
5403,Triton,Super Strength,Super Strength
5404,Triton,Stamina,S t a m i n a
5405,Triton,Super Speed,Super Speed
5406,Triton,Reflexes,Reflexes
5407,Triton,Sub-Mariner,Sub-Mariner
5408,Tyrant,Durability,Durability
5409,Tyrant,Energy Absorption,Energy Absorption
5410,Tyrant,Flight,F l i g h t
5411,Tyrant,Longevity,Longevity
5412,Tyrant,Intelligence,Intelligence
5413,Tyrant,Super Strength,Super Strength
5414,Tyrant,Energy Blasts,Energy Blasts
5415,Tyrant,Stamina,S t a m i n a
5416,Tyrant,Energy Beams,Energy Beams
5417,Tyrant,Immortality,Immortality
5418,Tyrant,Invulnerability,Invulnerability
5419,Tyrant,Technopath/Cyberpath,Technopath/Cyberpath
5420,Tyrant,Energy Manipulation,Energy Manipulation
5421,Tyrant,Omnipotent,Omnipotent
5422,Tyrant,Matter Absorption,Matter Absorption
5423,Tyrant,Reality Warping,Reality Warping
5424,Ultragirl,Durability,Durability
5425,Ultragirl,Flight,F l i g h t
5426,Ultragirl,Super Strength,Super Strength
5427,Ultragirl,Stamina,S t a m i n a
5428,Ultragirl,Super Speed,Super Speed
5429,Ultragirl,Enhanced Senses,Enhanced Senses
5430,Ultragirl,Reflexes,Reflexes
5431,Ultragirl,Invulnerability,Invulnerability
5432,Ultron,Agility,A g i l i t y
5433,Ultron,Durability,Durability
5434,Ultron,Stealth,S t e a l t h
5435,Ultron,Energy Absorption,Energy Absorption
5436,Ultron,Flight,F l i g h t
5437,Ultron,Super Strength,Super Strength
5438,Ultron,Energy Armor,Energy Armor
5439,Ultron,Energy Blasts,Energy Blasts
5440,Ultron,Stamina,S t a m i n a
5441,Ultron,Super Speed,Super Speed
5442,Ultron,Enhanced Senses,Enhanced Senses
5443,Ultron,Energy Beams,Energy Beams
5444,Ultron,Immortality,Immortality
5445,Ultron,Enhanced Memory,Enhanced Memory
